Date / Time,City,State,Shape,Duration,Summary,Posted
4/5/2018 3:13,Brandon,FL,Other,Ongoing,"At least 5 line formations, several lights in each line. One in the E sky made up of blue, white and green lights. ((anonymous rept.))",4/5/2018
4/5/2018 3:13,Brandon,FL,Other,Ongoing,"At least five line formations, several lights in each line. One in the Eastern sky made up of blue, white and green lights, the others",5/4/2018
4/5/2018 0:00,Richmond,VA,Circle,5 minutes,"Driving home, spotted lights, thinking it was a a/c or helicopter. It was still and quiet, with flashing lights. ((anonymous report))",4/13/2018
4/4/2018 22:50,Vacaville,CA,Rectangle,1 minute,"We were on freeway 80 heading west , at first we think was a drone. But when we close yo it it was big whit lights shape blue and yell",4/5/2018
4/4/2018 21:10,Denton,NC,Light,10 minutes,"me,my son and friend saw a bright light just above the western horizon.....i looked for around 10 minutes,went to get binoculars it was",4/5/2018
4/4/2018 21:00,Fort Payne,AL,Rectangle,1-2 minutes,"Unidentified Black and Red, Rectangular Flying Object",4/5/2018
4/4/2018 18:44,Madison,NC,Other,1-2 seconds,Mirror like crescent that disappeared.,4/13/2018
4/4/2018 13:00,Blythe,CA,Light,12 seconds,Video of ball of light in the sky with saucer shaped haze around it.,4/13/2018
4/4/2018 7:08,Albuquerque,NM,Disk,1.5 minutes,"7:08 AM Albuquerque, NM. April 4, 2018. Large, rust-colored saucer vanishes after geometrical shape surrounds the object.",4/5/2018
4/4/2018 1:13,Cle Elum,WA,Other,5 seconds,"Strange mechanical like 10-12” “daddy long legs” appears on ceiling, scampers quickly towards wall and disappears",4/13/2018
4/3/2018 23:30,Nanaimo (Canada,BC,Oval,2 minutes,Red/orange orbs in the sky over the ocean by neck point park. ((anonymous report)),4/5/2018
4/3/2018 21:20,San antonio,TX,,PM,I saw a bright round light.then the sky flashed red then yellow then green. Power shut off many buisnesses. ((anonymous report)),4/8/2019
4/3/2018 20:30,Phoenix,AZ,Light,2 minutes,"I do not believe in UFO's, but this was definately odd. ((no contact information))",4/5/2018
4/3/2018 20:20,Bellingham,WA,Light,,"3 orange lights, spaced far apart (not on an aircraft), travel N-S then revers to S. Not jackolanterns. ((MUFON report))",5/4/2018
4/3/2018 14:20,Indian Ocean (500 miles from land),,Light,10 minutes,Non-airplane like object in the sky above Indian Ocean. Flashing lights. Disappeared and reappeared.,4/5/2018
4/3/2018 12:37,Greenwood,IN,,,MADAR Site 121,4/26/2018
4/3/2018 6:00,Denver,NC,Light,90 seconds,"Sighting of distant object moving at high speed exhibiting ability to almost instantly ""jump"" ahead and laterally.",4/5/2018
4/3/2018 0:20,Lavonia,GA,Unknown,5 minutes,"Very, very slow moving lights, traveled a small distance, very high in the sky, lasted about 5 minutes.",4/5/2018
4/3/2018 0:05,Antioch,CA,Other,1-2 minutes,Speedy orange oddly shaped ufo during twilight,4/13/2018
4/2/2018 21:00,Waterford,CT,Circle,5 minutes,Two white orbs hovering in the sky above the woods near my house. They were about the same size. Completely silent. Suddenly just di,4/13/2018
4/2/2018 19:00,Kittitas,WA,Fireball,2 hours,I was outside smoking when I noticed flashing in the distance. Grabbed my cell phone to zoom in on object. I started recording the ob,4/5/2018
4/2/2018 17:00,West Paris,ME,Sphere,Seconds,"As I was watching deer feed in the field behind my house a small dark sphere of no more than 16"" diameter passed quickly thru my yard.",4/5/2018
4/2/2018 8:15,Belo Horizonte,,Sphere,10 minutes,"UFO sobrevoando o aeroporto da Pampulha , Belo Horizonte , Minas Gerais , Brazil , April 2 ,2018",7/19/2018
4/2/2018 5:38,Tucson,AZ,Light,>10 minutes (continuous),"Two points of light blinking, changing color, and moving very unusually.",4/13/2018
4/1/2018 22:15,Portland,OR,Flash,5-10 minutes,"Irregular flashing light above Portland, OR. ((anonymous report))",4/5/2018
4/1/2018 22:00,Byers,CO,Diamond,15 minutes,"Diamond shaped craft north and east of Byers, Colorado. ((anonymous report))",4/5/2018
4/1/2018 22:00,Douglasville,GA,Light,40 minutes,First we saw a “Star” except it was way too close to the earth and brighter than the North Star. It stayed stationary for over 15 minut,4/5/2018
4/1/2018 21:30,Anchorage,AK,Changing,5+ minutes,So standing on my porch having a smoke and what i thought was a dark cloud over downtowwn anchorage i noticed it slowly moving but not,4/5/2018
4/1/2018 21:15,Bellington,WA,Light,10-15 minutes,Red orb maneuvers over and around Indiana reservation. ((MUFON report)),5/4/2018
4/1/2018 20:30,Fresno,CA,Circle,20 minutes,Moving object with various light intensities,4/5/2018
4/1/2018 20:00,Cuba,IL,Other,50 seconds,Definitely UFOs because it certainly wasn’t the Amish.,7/12/2019
4/1/2018 12:42,Pleasanton,CA,Other,2 seconds,Being/Creature/Object Photo.,4/26/2018
4/1/2018 9:00,Monroe,LA,Light,1 minute,"I was at Saint Francis hospital in Monroe Louisiana, and was in the parking lot, right the overpass, which several feet away from the h",6/7/2019
4/1/2018 3:15,Portland,TX,Sphere,From North to South,Saw 6 spheres separated but close all and not in a pattern or shape traveling noticeably faster than stars but not extremely fast going,4/5/2018
